representation,model,experiment_path,trial_id,trial_status,selected_winner,objective_name,objective,val_mean_horizon_mae_db,val_mae_db_t1,val_mae_db_t15,val_mae_db_t60,val_loss,forecast_epoch,training_time_seconds,ray_trial_time_seconds,parameters_json,checkpoint_path
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00004,completed,False,val_mean_horizon_mae_db,0.9911104459138501,0.9911104459138501,0.9068662932266227,0.9696727920414792,1.0967922524734486,0.252940924822675,6,28.8,34.154207944869995,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 128, ""train.learning_rate"": 0.0005339064495628298}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search/trainable_cf41a_00004_4_architecture=small,train_batch_size=128,train_learning_rate=0.0005_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_linearar1d.pt"
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00005,pruned,False,val_mean_horizon_mae_db,1.0025774011279849,1.0025774011279849,0.9080337045952553,0.9752898405153524,1.124408658273347,0.2551114597770712,5,,47.69927954673767,"{""architecture"": ""tiny"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.002610567120190731}",
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00006,completed,False,val_mean_horizon_mae_db,1.0124702026068146,1.0124702026068146,0.939120990773388,0.9868868012756763,1.1114028157713796,0.2547212041126728,3,27.66,32.54799723625183,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 128, ""train.learning_rate"": 0.0008854755996422128}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search/trainable_cf41a_00006_6_architecture=reference,train_batch_size=128,train_learning_rate=0.0009_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_linearar1d.pt"
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00007,completed,False,val_mean_horizon_mae_db,0.9913137193152878,0.9913137193152878,0.9067025254568667,0.970088108723554,1.0971505237654426,0.2525004688622169,7,87.49,92.13269281387329,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.00013051504564218414}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search/trainable_cf41a_00007_7_architecture=small,train_batch_size=32,train_learning_rate=0.0001_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_linearar1d.pt"
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00008,completed,True,val_mean_horizon_mae_db,0.9881599231537964,0.9881599231537964,0.9043720252069295,0.9658379794791465,1.094269764775313,0.2542254166828467,7,49.44,54.63937497138977,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.0019756465572362673}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search/trainable_cf41a_00008_8_architecture=small,train_batch_size=64,train_learning_rate=0.0020_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_linearar1d.pt"
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00009,completed,False,val_mean_horizon_mae_db,1.0051963748538029,1.0051963748538029,0.9348735357516046,0.980967708919014,1.0997478798907903,0.2552692604277291,7,47.39,52.06827664375305,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.0010916421090135084}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search/trainable_cf41a_00009_9_architecture=reference,train_batch_size=64,train_learning_rate=0.0011_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_linearar1d.pt"
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00010,pruned,False,val_mean_horizon_mae_db,3.8322933415045437,3.8322933415045437,1.3124872334461275,1.5681636346099415,8.616229156457562,3.1971738526257805,5,,27.314939975738525,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 3.655088253516891e-05}",
1d,linearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/linearar1d/linearar1d-search,cf41a_00011,pruned,False,val_mean_horizon_mae_db,8.81247974378586,8.81247974378586,1.519939310587388,1.9772949327040044,22.94020498806619,16.274674835719907,5,,28.609379291534424,"{""architecture"": ""tiny"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 1.4390738499969678e-05}",
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00000,pruned,False,val_mean_horizon_mae_db,0.9925567038737652,0.9925567038737652,0.9070216009720931,0.970453148684717,1.1001953619644855,0.2537948785579091,5,,35.00454092025757,"{""architecture"": ""tiny"", ""capacity"": ""tiny"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.001}",
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00001,pruned,False,val_mean_horizon_mae_db,0.992949270938381,0.992949270938381,0.9074723575110992,0.9707511807522808,1.1006242745517631,0.2537468590823228,5,,33.8672513961792,"{""architecture"": ""small"", ""capacity"": ""small"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.001}",
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00002,pruned,False,val_mean_horizon_mae_db,1.0120902189405083,1.0120902189405083,0.9382181906080475,0.9858330694256844,1.1122193967877931,0.25597893550837847,5,,31.762041807174683,"{""architecture"": ""reference"", ""capacity"": ""reference"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.001}",
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00003,completed,False,val_mean_horizon_mae_db,0.9904357549550404,0.9904357549550404,0.9060565817094409,0.969079270195606,1.0961714129600746,0.25365238862571365,9,35.46,40.771740674972534,"{""architecture"": ""tiny"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 128, ""train.learning_rate"": 0.0001222236112497393}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search/trainable_cfad9_00003_3_architecture=tiny,train_batch_size=128,train_learning_rate=0.0001_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_residuallinearar1d.pt"
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00004,completed,False,val_mean_horizon_mae_db,0.9905483350590147,0.9905483350590147,0.9063220606769482,0.9690426118500811,1.0962803326500146,0.2536212211273142,7,34.03,39.25272727012634,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 128, ""train.learning_rate"": 0.0005339064495628298}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search/trainable_cfad9_00004_4_architecture=small,train_batch_size=128,train_learning_rate=0.0005_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_residuallinearar1d.pt"
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00005,completed,True,val_mean_horizon_mae_db,0.9849821735003946,0.9849821735003946,0.9040518933599295,0.9636976781921377,1.087196948949117,0.2537699221470517,5,109.99,114.82022666931152,"{""architecture"": ""tiny"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.002610567120190731}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search/trainable_cfad9_00005_5_architecture=tiny,train_batch_size=32,train_learning_rate=0.0026_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_residuallinearar1d.pt"
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00006,completed,False,val_mean_horizon_mae_db,1.0069149558423234,1.0069149558423234,0.9352974545134458,0.9820462617794733,1.1034011512340514,0.25596315614924253,1,34.85,40.040337800979614,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 128, ""train.learning_rate"": 0.0008854755996422128}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search/trainable_cfad9_00006_6_architecture=reference,train_batch_size=128,train_learning_rate=0.0009_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_residuallinearar1d.pt"
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00007,completed,False,val_mean_horizon_mae_db,0.9903331960543058,0.9903331960543058,0.906165918466451,0.9689115942983413,1.0959220753981254,0.2535655088675705,7,110.79,115.61383414268494,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.00013051504564218414}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search/trainable_cfad9_00007_7_architecture=small,train_batch_size=32,train_learning_rate=0.0001_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_residuallinearar1d.pt"
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00008,completed,False,val_mean_horizon_mae_db,0.9857820048044644,0.9857820048044644,0.904221362773439,0.9651520661473906,1.0879725854925637,0.25392572264136043,7,57.31,62.281269788742065,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.0019756465572362673}","spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search/trainable_cfad9_00008_8_architecture=small,train_batch_size=64,train_learning_rate=0.0020_2026-07-28_19-44-56/checkpoint_000000/checkpoints/powder_700_5_residuallinearar1d.pt"
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00009,pruned,False,val_mean_horizon_mae_db,1.0121746503712201,1.0121746503712201,0.9382799592488588,0.985904244560802,1.1123397473039995,0.25598779111774417,5,,34.11007809638977,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 0.0010916421090135084}",
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00010,pruned,False,val_mean_horizon_mae_db,0.9927241069803889,0.9927241069803889,0.910538864713289,0.9696989075842152,1.0979345486436622,0.2535756159346544,5,,33.412211179733276,"{""architecture"": ""small"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 3.655088253516891e-05}",
1d,residuallinearar1d,spectrum-usage/spectrum-usage/ray/production-20260728-linear-v1/residuallinearar1d/residuallinearar1d-search,cfad9_00011,pruned,False,val_mean_horizon_mae_db,0.9963620181129401,0.9963620181129401,0.9192758720991379,0.9708638291391435,1.0989463531005392,0.2536278509938163,5,,33.69240999221802,"{""architecture"": ""tiny"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 64, ""train.learning_rate"": 1.4390738499969678e-05}",
